#Frame      Dih_00141,#Frame      Dih_00142,#Frame      Dih_00143,#Frame      Dih_00144,#Frame      Dih_00145
       1       3.4651,       1     -21.7143,       1      30.0537,       1     -29.5992,       1      17.3923
       2      -3.1641,       2     -20.0958,       2      33.9726,       2     -38.4244,       2      26.9662
       3       3.8772,       3     -26.1621,       3      36.0585,       3     -35.7788,       3      21.0323
       4       4.0525,       4     -28.8160,       4      41.6308,       4     -39.8646,       4      23.3893
       5       5.7505,       5     -32.1871,       5      43.1984,       5     -43.6874,       5      24.9559
       6       1.5562,       6     -24.2399,       6      37.7800,       6     -36.7195,       6      21.5264
       7      -4.9162,       7     -23.5976,       7      42.9613,       7     -44.9909,       7      31.3230
       8       2.4143,       8     -31.8555,       8      42.7204,       8     -42.3710,       8      26.9628
       9       0.4257,       9     -25.3786,       9      38.0818,       9     -40.0558,       9      26.0411
      10      -9.3555,      10     -13.1153,      10      28.5093,      10     -36.1145,      10      30.0850
      11       7.3070,      11     -25.0855,      11      32.6742,      11     -30.5496,      11      14.6516
      12       8.1427,      12     -33.1725,      12      41.8536,      12     -37.4282,      12      18.2347
      13      -0.1030,      13     -25.9655,      13      40.8758,      13     -41.1068,      13      28.2371
      14       7.0204,      14     -27.3079,      14      35.0269,      14     -33.9580,      14      16.4509
      15       2.8080,      15     -25.8563,      15      37.0433,      15     -34.5136,      15      20.2310
      16       0.7238,      16     -25.6708,      16      37.7501,      16     -37.6071,      16      24.0975
      17       6.1829,      17     -28.4738,      17      39.3495,      17     -36.7405,      17      21.0601
      18      10.0573,      18     -27.3722,      18      32.8672,      18     -29.0317,      18      11.7315
      19       3.7174,      19     -24.8185,      19      34.2739,      19     -35.0744,      19      20.0298
      20      10.2046,      20     -33.3731,      20      46.1244,      20     -39.4328,      20      19.6050
      21      18.2844,      21     -42.7749,      21      49.4388,      21     -41.7278,      21      14.1161
      22      15.7768,      22     -34.7177,      22      38.0637,      22     -31.0355,      22      11.0336
      23      10.2113,      23     -32.1113,      23      41.0458,      23     -37.6195,      23      16.3495
      24      17.3309,      24     -35.2410,      24      40.8194,      24     -30.5709,      24       8.8512
      25       5.7765,      25     -33.9148,      25      43.8203,      25     -46.0965,      25      27.2271
      26       2.9259,      26     -29.9027,      26      40.9222,      26     -45.3120,      26      26.1498
      27       6.0542,      27     -27.7488,      27      36.0766,      27     -34.7999,      27      18.2117
      28      24.1449,      28     -39.2945,      28      38.5911,      28     -25.5414,      28       1.5526
      29      -3.8217,      29     -23.1619,      29      38.8885,      29     -43.8404,      29      31.2268
      30      14.9222,      30     -34.9721,      30      40.7429,      30     -34.2530,      30      12.3486
      31       3.9797,      31     -27.8902,      31      38.4725,      31     -37.8034,      31      21.0504
      32       6.9312,      32     -32.8053,      32      45.5097,      32     -42.3505,      32      23.0053
      33       1.9839,      33     -30.0571,      33      44.1050,      33     -43.5647,      33      27.6354
      34      -3.0991,      34     -24.3139,      34      39.5711,      34     -43.2270,      34      28.6120
      35      -8.3525,      35     -16.6092,      35      33.8999,      35     -38.7198,      35      31.0111
      36      -2.7854,      36     -24.5404,      36      41.5937,      36     -45.6864,      36      30.2022
      37       4.3526,      37     -30.0999,      37      41.9722,      37     -41.2906,      37      24.7680
      38       1.8426,      38     -26.5771,      38      37.7328,      38     -38.0074,      38      24.6541
      39      -2.7330,      39     -19.7275,      39      33.1571,      39     -34.1199,      39      25.7177
      40       5.1128,      40     -30.4840,      40      39.9717,      40     -40.5093,      40      22.7164
      41       3.8010,      41     -32.6815,      41      44.8159,      41     -45.5185,      41      27.4552
      42       6.3602,      42     -29.2803,      42      39.0417,      42     -35.3690,      42      19.8394
      43       7.2191,      43     -32.5200,      43      42.1963,      43     -37.8574,      43      19.6556
      44       0.1059,      44     -26.5059,      44      37.8359,      44     -38.4050,      44      25.4544
      45       7.6573,      45     -25.8066,      45      30.9617,      45     -26.7397,      45      12.3451
      46      11.0736,      46     -31.8829,      46      40.0078,      46     -33.7312,      46      14.8526
      47      -9.2648,      47     -16.9934,      47      34.4233,      47     -39.5524,      47      30.8037
      48     -14.4124,      48      -8.3431,      48      24.3618,      48     -32.1721,      48      30.4342
      49       5.2322,      49     -29.9807,      49      39.9791,      49     -40.7302,      49      24.4580
      50      14.1586,      50     -29.8643,      50      35.6580,      50     -26.9888,      50       7.1301
      51      -0.8122,      51     -23.3054,      51      37.9928,      51     -37.6734,      51      24.7567
      52       0.9112,      52     -29.1267,      52      42.7584,      52     -44.0773,      52      27.0479
      53      -2.0333,      53     -26.4764,      53      39.7468,      53     -41.8431,      53      28.6471
      54       4.1769,      54     -21.9365,      54      30.3557,      54     -28.1534,      54      15.1216
      55      -3.7243,      55     -22.2542,      55      36.1994,      55     -40.0477,      55      29.7737
      56      11.9198,      56     -32.6471,      56      40.7776,      56     -33.8571,      56      14.3880
      57      10.8202,      57     -27.6028,      57      33.2346,      57     -29.3455,      57      11.4060
      58       1.0345,      58     -27.2199,      58      40.1378,      58     -41.7136,      58      26.1042
      59       6.4914,      59     -31.1862,      59      42.8954,      59     -41.4202,      59      22.2237
      60      10.8620,      60     -29.0149,      60      34.7631,      60     -30.8466,      60      13.1891
      61       6.1986,      61     -29.8157,      61      38.6323,      61     -35.9946,      61      20.0957
      62       3.6964,      62     -19.0880,      62      27.3274,      62     -25.9184,      62      13.9331
      63       6.1737,      63     -24.2059,      63      30.5517,      63     -28.1737,      63      14.4469
      64       4.7866,      64     -28.5633,      64      40.8671,      64     -38.3024,      64      21.9588
      65      -2.8715,      65     -16.4016,      65      26.1183,      65     -28.4553,      65      20.7127
      66      10.8921,      66     -34.6571,      66      43.4847,      66     -38.7412,      66      19.6524
      67       6.9489,      67     -28.8003,      67      38.1005,      67     -35.3142,      67      18.1551
      68       6.5316,      68     -30.5730,      68      41.0376,      68     -37.6539,      68      21.1266
      69      -5.1408,      69     -20.9926,      69      34.5153,      69     -39.9763,      69      30.2220
      70      -0.8828,      70     -21.5906,      70      32.8670,      70     -36.5953,      70      25.0168
      71      -3.6637,      71     -22.6569,      71      36.6617,      71     -40.1467,      71      28.6721
      72       4.7385,      72     -22.4960,      72      29.0789,      72     -27.7338,      72      14.8411
      73      -0.3998,      73     -25.8582,      73      41.2424,      73     -39.8255,      73      26.9874
      74       2.1861,      74     -22.0540,      74      31.0406,      74     -32.1236,      74      18.8637
      75       5.6403,      75     -27.9289,      75      38.0185,      75     -36.7607,      75      19.4136
      76       4.6289,      76     -30.3655,      76      42.2985,      76     -41.3901,      76      24.2992
      77       7.6849,      77     -33.8152,      77      42.1587,      77     -41.8012,      77      21.3513
      78      -1.8751,      78     -24.6380,      78      39.4211,      78     -41.2126,      78      27.8073
      79       6.8448,      79     -29.8718,      79      38.8705,      79     -36.9612,      79      18.4143
