#Frame      Dih_00146,#Frame      Dih_00147,#Frame      Dih_00148,#Frame      Dih_00149,#Frame      Dih_00150
       1      17.1341,       1     -39.2123,       1      44.0635,       1     -37.1679,       1      10.7333
       2      -0.2974,       2     -26.4123,       2      38.3474,       2     -39.8361,       2      26.4652
       3       6.9025,       3     -29.1070,       3      39.7671,       3     -35.4780,       3      18.9086
       4       3.6691,       4     -24.2192,       4      33.3534,       4     -31.0964,       4      18.7608
       5     -18.1251,       5     -13.0172,       5      34.4572,       5     -45.4431,       5      42.4202
       6      -0.1324,       6     -19.5315,       6      28.8228,       6     -29.2492,       6      19.5794
       7       9.7583,       7     -31.7556,       7      36.7786,       7     -36.0499,       7      16.8653
       8       0.1101,       8     -26.8542,       8      39.1972,       8     -40.4558,       8      25.7197
       9      11.4399,       9     -33.5191,       9      39.4858,       9     -34.2139,       9      14.9528
      10       8.6698,      10     -29.9612,      10      36.8127,      10     -35.6356,      10      17.3372
      11       0.2092,      11     -21.1050,      11      33.5752,      11     -34.9329,      11      21.1307
      12      -2.4667,      12     -21.2869,      12      34.4807,      12     -40.3478,      12      26.9528
      13       6.2537,      13     -29.4460,      13      40.8533,      13     -40.6431,      13      21.8138
      14      -0.5208,      14     -26.5385,      14      41.5284,      14     -43.6112,      14      29.2902
      15       1.9734,      15     -25.9571,      15      37.6823,      15     -39.9118,      15      24.7198
      16      21.7876,      16     -37.3285,      16      35.0389,      16     -25.5731,      16       3.2660
      17       0.6894,      17     -23.7060,      17      34.1205,      17     -36.1573,      17      22.6619
      18       9.0360,      18     -34.5289,      18      45.8351,      18     -43.6380,      18      21.3160
      19      -9.9295,      19     -17.0857,      19      35.4040,      19     -43.4534,      19      33.6682
      20       0.6548,      20     -24.2572,      20      39.0628,      20     -36.2084,      20      23.1182
      21      -6.1044,      21     -20.6627,      21      37.7502,      21     -42.6602,      21      31.2656
      22       4.3678,      22     -27.4966,      22      36.1936,      22     -33.3949,      22      19.3510
      23      13.5184,      23     -34.3509,      23      39.8337,      23     -32.4800,      23      11.9638
      24       7.7257,      24     -28.6351,      24      35.6968,      24     -33.1761,      24      16.1239
      25       7.2339,      25     -33.4784,      25      45.7910,      25     -43.7635,      25      22.6644
      26     -11.7314,      26     -13.7168,      26      30.8914,      26     -40.0708,      26      32.5053
      27      -0.3822,      27     -22.3887,      27      35.6965,      27     -38.7352,      27      23.7929
      28      -0.1829,      28     -31.3607,      28      46.9451,      28     -47.9752,      28      31.3418
      29     -14.8157,      29     -13.4297,      29      34.1477,      29     -45.3172,      29      38.1284
      30       8.5735,      30     -32.4843,      30      44.3198,      30     -41.0852,      30      20.0229
      31      -2.2254,      31     -25.8427,      31      41.0670,      31     -45.0565,      31      29.8577
      32     -21.2940,      32      -9.4769,      32      36.2433,      32     -49.2115,      32      44.8194
      33       0.1095,      33     -21.7447,      33      33.0224,      33     -34.7153,      33      22.6699
      34     -13.8830,      34     -15.8708,      34      37.1033,      34     -44.9931,      34      36.9304
      35       4.7306,      35     -30.6690,      35      40.5993,      35     -39.3295,      35      22.2834
      36      11.6703,      36     -27.1319,      36      29.9801,      36     -24.4781,      36       9.6201
      37       9.8562,      37     -33.4002,      37      43.3537,      37     -37.9853,      37      16.7259
      38       3.0786,      38     -27.0293,      38      36.7928,      38     -39.8562,      38      23.7957
      39      -2.5716,      39     -23.2812,      39      37.2211,      39     -42.8840,      39      27.6521
      40       4.0350,      40     -27.9848,      40      37.3871,      40     -38.4473,      40      22.9566
      41       9.7083,      41     -25.6493,      41      28.1016,      41     -23.7392,      41       9.1513
      42       9.7321,      42     -27.0350,      42      31.5062,      42     -27.1011,      42      11.3718
      43       5.4543,      43     -26.7147,      43      37.2925,      43     -35.5112,      43      19.4057
      44      11.2720,      44     -32.1292,      44      40.5230,      44     -32.0190,      44      14.1620
      45      -2.5502,      45     -21.9235,      45      33.5104,      45     -35.6790,      45      25.7825
      46     -10.8789,      46     -16.3545,      46      33.5518,      46     -41.0247,      46      33.1152
      47       6.1136,      47     -35.7897,      47      46.6560,      47     -43.4679,      47      25.9066
      48       8.9393,      48     -32.0756,      48      39.5433,      48     -35.8366,      48      17.7074
      49       5.6576,      49     -29.3927,      49      39.0259,      49     -39.2072,      49      21.8266
      50      -2.0202,      50     -22.7037,      50      36.8607,      50     -41.4361,      50      27.6590
      51      -7.3370,      51     -14.2008,      51      28.4462,      51     -32.8276,      51      25.8402
      52      -1.4328,      52     -30.4872,      52      48.9864,      52     -50.7692,      52      31.9580
      53      -6.6297,      53     -22.0143,      53      39.5724,      53     -45.2936,      53      31.0010
      54      -2.2095,      54     -19.5909,      54      31.3120,      54     -34.0541,      54      23.6677
      55       4.7615,      55     -21.8320,      55      32.6103,      55     -30.3269,      55      15.1633
      56     -14.2557,      56     -12.5949,      56      31.5244,      56     -41.9805,      56      35.0051
      57       7.3025,      57     -31.1410,      57      39.6496,      57     -37.9054,      57      19.6699
      58      14.1141,      58     -30.1583,      58      33.4099,      58     -26.3466,      58       7.0140
      59      13.8661,      59     -25.2093,      59      28.0455,      59     -20.0009,      59       4.2001
      60      14.4211,      60     -33.2195,      60      39.3469,      60     -32.3869,      60      11.2494
      61       3.2904,      61     -31.7429,      61      43.4482,      61     -43.3593,      61      25.0368
      62       7.4638,      62     -31.3531,      62      40.7860,      62     -40.1681,      62      20.7454
      63       6.2332,      63     -22.7971,      63      28.4730,      63     -26.8638,      63      12.8654
      64       2.7173,      64     -25.0591,      64      33.9070,      64     -35.8722,      64      21.8010
      65      16.6094,      65     -32.7034,      65      35.8057,      65     -27.5240,      65       6.8666
      66      -3.8281,      66     -20.0337,      66      35.0053,      66     -36.8383,      66      25.4097
      67       2.1450,      67     -25.1670,      67      37.0928,      67     -36.9149,      67      23.2088
      68      12.3056,      68     -37.6073,      68      46.2432,      68     -40.9147,      68      18.7987
